YearsExperience,EducationLevel,Age,JobRole,Location,Certifications,PreviousCompanies,PerformanceRating,TechStack,Department,WorkingHours,LeavesTaken,Gender,EmploymentType,RemoteWork,Salary
7,5,25,Engineer,Chennai,1,4,4,C++,HR,52,11,Female,Contract,1,42300.0
7,2,35,Director,Mumbai,1,0,2,Java,Admin,54,0,Male,FullTime,0,24600.0
22,4,62,Consultant,Hyderabad,1,2,1,Java,Admin,46,17,Other,Contract,0,49700.0
25,4,34,Manager,Mumbai,5,0,4,Python,IT,51,29,Male,Contract,1,80400.0
19,4,57,Consultant,Hyderabad,5,3,1,JavaScript,Admin,51,15,Male,Contract,0,62000.0
14,4,38,Manager,Delhi,3,5,2,SQL,IT,54,22,Other,Contract,0,42200.0
3,3,32,Manager,Chennai,0,3,1,JavaScript,Finance,39,24,Male,FullTime,0,31900.0
18,1,23,Engineer,Mumbai,3,0,3,SQL,Finance,38,10,Female,FullTime,1,52200.0
20,1,60,Director,Bangalore,3,2,1,SQL,Admin,46,2,Other,FullTime,0,51500.0
2,3,53,Engineer,Mumbai,4,0,3,JavaScript,HR,38,30,Other,Contract,1,13600.0
12,2,24,Analyst,Hyderabad,1,0,5,Java,Finance,46,4,Male,FullTime,1,33400.0
7,1,60,Consultant,Delhi,5,0,5,Java,Admin,54,1,Male,PartTime,0,20800.0
22,5,46,Analyst,Chennai,3,3,1,Python,HR,53,5,Male,PartTime,0,70900.0
15,1,41,Intern,Delhi,5,1,4,C++,Admin,52,11,Female,PartTime,0,47600.0
12,3,36,Lead,Bangalore,3,2,4,Java,Finance,57,27,Female,FullTime,0,68000.0
2,2,43,Manager,Hyderabad,5,1,4,C++,Operations,42,23,Female,FullTime,1,18400.0
15,1,44,Analyst,Hyderabad,3,0,4,JavaScript,IT,42,19,Other,PartTime,1,43300.0
8,3,29,Analyst,Hyderabad,3,4,4,Python,Admin,54,21,Female,FullTime,1,11100.0
27,5,39,Intern,Delhi,3,5,3,Python,HR,50,21,Male,Contract,1,78300.0
13,4,47,Engineer,Bangalore,3,5,1,SQL,Operations,58,16,Female,Contract,0,48100.0
12,5,60,Director,Mumbai,4,3,1,JavaScript,Finance,50,16,Other,FullTime,1,32300.0
20,5,51,Manager,Hyderabad,2,4,1,C++,Operations,44,16,Male,PartTime,0,75000.0
24,2,21,Manager,Hyderabad,0,5,4,Java,Admin,53,22,Female,FullTime,1,69400.0
6,1,33,Lead,Pune,3,4,4,SQL,Admin,52,27,Female,PartTime,0,14000.0
14,4,24,Director,Pune,4,0,5,C++,Operations,35,9,Other,FullTime,0,43200.0
6,3,45,Manager,Hyderabad,5,0,3,Java,Operations,50,21,Other,Contract,1,17900.0
5,4,30,Engineer,Hyderabad,3,4,1,Python,Finance,41,7,Male,Contract,0,20500.0
1,1,43,Manager,Bangalore,5,4,1,SQL,Finance,36,14,Other,FullTime,1,15700.0
8,2,63,Analyst,Pune,1,4,2,Java,IT,49,15,Other,Contract,0,29700.0
21,1,50,Manager,Chennai,2,1,5,C++,Operations,47,2,Male,PartTime,0,50900.0
23,3,34,Analyst,Hyderabad,1,3,1,C++,Operations,57,29,Other,FullTime,0,58700.0
16,4,52,Director,Pune,5,5,1,Java,HR,50,12,Other,FullTime,1,66800.0
4,5,50,Consultant,Chennai,5,5,4,Java,Operations,55,3,Female,Contract,0,39600.0
11,1,25,Analyst,Delhi,2,0,2,C++,Admin,38,13,Female,FullTime,1,31900.0
0,2,35,Director,Delhi,2,2,3,Python,Operations,52,30,Other,Contract,1,3600.0
9,2,37,Consultant,Pune,1,1,2,JavaScript,Finance,59,2,Other,Contract,0,35300.0
10,4,53,Intern,Mumbai,3,2,4,SQL,Operations,43,5,Female,PartTime,0,52500.0
15,5,32,Consultant,Hyderabad,2,3,4,SQL,Operations,59,24,Female,PartTime,0,79600.0
13,3,45,Lead,Delhi,4,4,3,SQL,Admin,39,1,Male,Contract,1,58900.0
7,5,39,Consultant,Bangalore,2,2,3,Python,HR,38,9,Female,PartTime,0,50600.0
23,4,43,Analyst,Bangalore,1,3,2,Java,IT,48,12,Other,PartTime,1,79400.0
16,5,59,Director,Chennai,4,0,2,Java,Finance,56,15,Male,PartTime,0,68400.0
24,4,25,Engineer,Bangalore,0,3,4,Java,Operations,49,26,Female,Contract,0,66200.0
17,5,60,Director,Hyderabad,2,3,5,JavaScript,HR,47,27,Female,PartTime,1,66600.0
11,1,41,Lead,Delhi,3,3,4,Python,Operations,47,2,Male,PartTime,0,21700.0
24,2,56,Analyst,Delhi,2,0,5,Python,HR,56,5,Female,PartTime,1,42200.0
16,4,34,Engineer,Delhi,4,4,4,Python,IT,58,1,Male,PartTime,0,59100.0
27,4,26,Director,Pune,5,1,2,JavaScript,Operations,51,5,Other,PartTime,0,83400.0
25,2,39,Analyst,Hyderabad,4,4,2,Java,Operations,39,12,Male,FullTime,0,53900.0
13,3,24,Lead,Mumbai,3,0,2,Java,IT,54,14,Male,PartTime,1,54700.0
15,4,44,Manager,Chennai,0,0,2,Python,Operations,44,16,Other,PartTime,0,56500.0
13,1,46,Intern,Bangalore,3,1,1,Java,HR,54,14,Male,PartTime,1,43900.0
8,5,62,Lead,Chennai,2,3,5,C++,Admin,45,6,Female,FullTime,0,62000.0
3,1,39,Lead,Chennai,4,1,2,C++,HR,54,16,Male,Contract,1,34700.0
24,4,52,Analyst,Delhi,0,2,4,SQL,Finance,44,17,Male,FullTime,1,67500.0
22,3,62,Analyst,Pune,1,3,2,SQL,Finance,53,21,Female,PartTime,0,64000.0
10,4,55,Intern,Bangalore,4,2,2,Python,Operations,43,29,Other,Contract,1,44300.0
5,3,60,Director,Chennai,4,2,2,JavaScript,Admin,42,24,Other,PartTime,0,33700.0
14,2,62,Engineer,Delhi,1,3,4,Python,Finance,53,3,Male,FullTime,1,16300.0
4,5,22,Lead,Hyderabad,1,3,5,Java,Admin,43,5,Other,PartTime,0,35100.0
10,1,53,Consultant,Delhi,3,0,2,SQL,Operations,41,17,Male,Contract,1,12000.0
24,3,30,Analyst,Delhi,2,0,2,SQL,IT,53,4,Male,Contract,1,83200.0
17,1,53,Consultant,Hyderabad,1,3,4,Python,Operations,48,3,Other,FullTime,1,44000.0
29,2,43,Analyst,Bangalore,3,4,4,Python,Operations,46,15,Male,PartTime,1,77800.0
12,4,54,Lead,Bangalore,0,4,3,Java,HR,54,8,Other,FullTime,1,43600.0
10,3,62,Director,Bangalore,5,0,1,SQL,Admin,39,7,Female,PartTime,0,44900.0
13,5,56,Analyst,Mumbai,0,2,3,Java,HR,46,15,Other,FullTime,0,53800.0
27,3,50,Manager,Chennai,0,0,3,SQL,IT,50,15,Female,Contract,1,85300.0
17,4,59,Manager,Delhi,4,5,3,SQL,Finance,48,5,Female,PartTime,1,47300.0
26,4,25,Engineer,Mumbai,3,5,1,C++,Admin,56,22,Male,PartTime,0,54300.0
27,5,41,Consultant,Chennai,2,0,5,JavaScript,IT,38,25,Male,FullTime,0,88400.0
30,5,36,Director,Delhi,1,3,5,SQL,HR,38,21,Female,Contract,0,108200.0
24,2,27,Consultant,Pune,1,5,1,Java,IT,50,0,Female,Contract,0,57100.0
27,1,29,Lead,Bangalore,4,0,3,JavaScript,Operations,59,20,Female,FullTime,1,72300.0
18,3,61,Consultant,Hyderabad,3,3,3,JavaScript,Finance,36,19,Other,Contract,0,60900.0
23,2,63,Lead,Mumbai,0,1,1,JavaScript,Admin,43,3,Other,Contract,1,72100.0
26,1,44,Lead,Hyderabad,5,0,4,JavaScript,Admin,46,3,Other,FullTime,0,70700.0
14,2,46,Manager,Bangalore,1,2,4,JavaScript,HR,57,13,Other,FullTime,1,62300.0
8,5,52,Lead,Chennai,0,1,2,SQL,IT,46,29,Female,PartTime,0,44600.0
7,5,63,Intern,Hyderabad,0,2,1,JavaScript,Finance,46,7,Other,FullTime,1,40500.0
19,4,47,Engineer,Hyderabad,3,2,2,Python,Admin,38,0,Other,Contract,0,44300.0
27,3,61,Manager,Pune,3,1,4,C++,Finance,56,8,Other,Contract,1,83100.0
0,3,39,Analyst,Chennai,4,5,2,Python,Finance,46,25,Female,FullTime,0,7200.0
3,3,28,Director,Mumbai,5,5,2,SQL,HR,53,29,Other,PartTime,1,13600.0
13,2,57,Intern,Mumbai,2,0,2,Python,IT,56,24,Other,FullTime,0,34900.0
24,2,26,Analyst,Delhi,4,4,3,Java,Operations,57,11,Other,PartTime,0,62500.0
1,3,39,Analyst,Pune,1,5,1,Python,IT,38,26,Other,PartTime,0,44500.0
15,4,63,Director,Delhi,1,2,5,Python,Operations,58,15,Female,PartTime,1,53900.0
2,1,43,Director,Bangalore,4,3,1,JavaScript,HR,50,12,Other,FullTime,0,10900.0
25,2,22,Lead,Chennai,3,4,1,C++,IT,53,2,Male,FullTime,0,52000.0
7,3,23,Lead,Chennai,1,0,3,Python,Operations,35,1,Male,FullTime,0,37400.0
5,5,22,Engineer,Delhi,3,2,3,C++,Finance,52,28,Female,FullTime,1,23100.0
15,2,33,Director,Pune,4,3,2,Python,Operations,46,20,Female,PartTime,0,18000.0
23,1,52,Consultant,Mumbai,4,1,3,SQL,Finance,48,11,Male,PartTime,0,65200.0
15,2,63,Director,Pune,1,5,2,C++,Operations,57,13,Other,PartTime,0,48000.0
6,1,45,Consultant,Mumbai,0,3,3,C++,Finance,37,2,Male,PartTime,1,21600.0
29,1,63,Analyst,Delhi,5,5,3,SQL,Operations,42,22,Female,FullTime,0,68300.0
12,2,33,Consultant,Chennai,2,5,4,C++,IT,49,19,Other,Contract,1,46200.0
12,1,50,Lead,Hyderabad,3,5,2,JavaScript,Operations,54,29,Female,FullTime,1,30700.0
4,2,39,Engineer,Hyderabad,2,0,3,SQL,HR,55,22,Other,FullTime,1,18700.0
24,2,44,Lead,Bangalore,2,3,5,C++,HR,49,24,Other,FullTime,1,64900.0
19,4,53,Director,Mumbai,4,5,5,Python,Finance,43,9,Male,Contract,1,65300.0
21,5,33,Engineer,Chennai,4,1,1,Python,Operations,46,17,Other,FullTime,0,61000.0
17,1,51,Lead,Mumbai,4,0,3,SQL,Operations,40,23,Female,Contract,1,61500.0
14,2,58,Analyst,Hyderabad,3,5,2,JavaScript,IT,36,13,Female,Contract,0,31800.0
17,1,28,Lead,Chennai,2,3,4,SQL,IT,42,12,Female,FullTime,0,32900.0
1,2,50,Lead,Delhi,2,4,1,C++,Operations,43,17,Female,Contract,1,26700.0
9,2,39,Engineer,Hyderabad,5,3,3,Java,Operations,40,15,Other,FullTime,1,31200.0
22,2,52,Intern,Hyderabad,4,4,5,Python,IT,47,6,Male,PartTime,1,54600.0
12,5,50,Engineer,Chennai,0,1,4,C++,IT,50,16,Female,FullTime,1,41600.0
17,1,58,Manager,Pune,4,1,4,SQL,Operations,40,15,Female,PartTime,0,31300.0
14,5,37,Intern,Pune,4,2,4,C++,Admin,38,13,Female,FullTime,1,51300.0
30,5,54,Director,Mumbai,1,3,2,Java,HR,45,22,Other,FullTime,1,98200.0
11,5,36,Analyst,Hyderabad,4,1,4,C++,Finance,47,23,Male,Contract,1,55800.0
14,5,57,Lead,Pune,3,0,1,Java,Admin,58,11,Other,FullTime,1,44600.0
12,4,26,Engineer,Bangalore,2,4,1,SQL,HR,39,23,Female,PartTime,1,52100.0
17,1,22,Lead,Pune,4,5,3,Java,Finance,50,29,Male,FullTime,0,41000.0
14,1,25,Intern,Hyderabad,0,3,3,Java,HR,39,6,Other,FullTime,1,35300.0
24,2,62,Intern,Mumbai,2,5,2,SQL,HR,38,6,Male,PartTime,1,48600.0
22,1,39,Consultant,Delhi,2,4,4,JavaScript,Finance,39,8,Other,FullTime,0,73900.0
10,5,21,Lead,Hyderabad,0,1,1,C++,Operations,42,18,Male,PartTime,0,27900.0
18,3,58,Lead,Chennai,1,4,1,Java,HR,54,19,Female,Contract,0,49500.0
2,1,45,Lead,Mumbai,5,4,2,Python,IT,51,23,Female,Contract,0,8500.0
6,3,36,Analyst,Hyderabad,0,4,5,Python,Finance,36,4,Male,FullTime,1,18500.0
20,4,50,Intern,Delhi,3,4,1,JavaScript,Admin,43,20,Other,Contract,1,68800.0
25,2,50,Analyst,Chennai,0,2,4,JavaScript,Admin,40,1,Other,PartTime,1,78200.0
13,2,30,Intern,Bangalore,5,3,5,Python,HR,44,22,Male,FullTime,0,21600.0
13,2,60,Analyst,Hyderabad,1,0,4,Python,Admin,40,28,Male,PartTime,0,56300.0
21,4,44,Consultant,Pune,4,0,4,Python,Finance,41,0,Other,FullTime,0,65900.0
12,5,41,Intern,Pune,4,3,1,C++,IT,44,21,Male,FullTime,1,48800.0
11,3,59,Analyst,Hyderabad,2,1,4,Java,HR,45,25,Female,FullTime,1,51200.0
23,1,35,Consultant,Pune,4,4,2,Python,IT,51,24,Female,Contract,0,69500.0
8,5,25,Intern,Mumbai,4,0,1,Java,Finance,51,16,Female,Contract,1,44300.0
0,2,56,Manager,Delhi,0,1,4,JavaScript,Admin,48,22,Male,FullTime,0,25600.0
18,2,62,Engineer,Mumbai,2,1,2,SQL,Finance,42,19,Male,FullTime,0,57200.0
10,5,42,Director,Bangalore,2,1,5,C++,Admin,45,9,Male,Contract,0,47000.0
22,3,28,Consultant,Bangalore,0,3,2,JavaScript,Operations,40,28,Other,Contract,1,52300.0
21,5,51,Director,Hyderabad,3,2,1,Python,HR,57,21,Female,PartTime,0,67600.0
22,4,21,Engineer,Bangalore,3,3,4,JavaScript,Admin,50,28,Male,FullTime,1,60900.0
23,2,40,Director,Chennai,3,5,1,Python,Admin,35,16,Male,FullTime,1,92200.0
21,3,48,Manager,Hyderabad,5,0,4,C++,Finance,49,29,Male,PartTime,0,78300.0
18,1,51,Engineer,Chennai,0,2,4,SQL,Operations,37,30,Female,FullTime,1,45500.0
17,2,44,Director,Bangalore,4,4,3,C++,Operations,41,22,Other,FullTime,0,65400.0
11,5,27,Consultant,Mumbai,1,3,5,Java,HR,37,9,Male,FullTime,1,36500.0
22,3,22,Lead,Hyderabad,3,4,4,JavaScript,Operations,35,30,Other,FullTime,1,68000.0
27,2,29,Intern,Mumbai,4,5,3,JavaScript,Operations,46,3,Female,FullTime,1,65400.0
27,1,39,Manager,Hyderabad,3,0,2,SQL,Finance,35,7,Other,Contract,0,68200.0
27,1,61,Director,Mumbai,1,0,1,C++,Admin,35,8,Other,FullTime,0,89300.0
26,5,45,Intern,Delhi,4,5,4,Java,Operations,46,24,Male,Contract,0,92400.0
0,4,43,Manager,Hyderabad,3,5,1,JavaScript,IT,35,28,Other,FullTime,1,8600.0
18,5,30,Intern,Hyderabad,0,4,1,Java,HR,55,0,Other,PartTime,1,50000.0
27,3,43,Engineer,Chennai,5,2,3,Python,Admin,42,2,Female,PartTime,0,79100.0
26,5,53,Engineer,Delhi,3,4,4,JavaScript,Admin,51,20,Female,Contract,1,95800.0
19,3,63,Engineer,Mumbai,2,0,4,Java,Finance,40,25,Other,PartTime,0,65400.0
28,4,39,Director,Delhi,0,2,3,JavaScript,Admin,48,2,Male,PartTime,1,67400.0
29,5,54,Analyst,Mumbai,0,0,1,C++,Finance,51,3,Male,Contract,0,97100.0
16,1,57,Manager,Hyderabad,1,1,5,SQL,Finance,36,29,Other,Contract,1,51500.0
4,3,23,Intern,Chennai,4,0,4,Java,Operations,51,10,Male,Contract,1,27500.0
25,3,27,Director,Mumbai,1,4,4,SQL,Finance,37,14,Male,PartTime,0,76000.0
2,1,63,Manager,Hyderabad,0,4,3,C++,Operations,48,25,Male,PartTime,1,18900.0
1,5,21,Lead,Bangalore,1,1,2,SQL,IT,41,3,Male,Contract,0,37800.0
30,4,56,Consultant,Bangalore,4,0,4,Python,Operations,52,17,Other,Contract,1,88400.0
2,2,21,Engineer,Bangalore,0,4,5,Java,Finance,57,25,Male,FullTime,0,12600.0
7,5,61,Engineer,Hyderabad,3,0,3,C++,Admin,55,0,Other,Contract,0,33200.0
15,5,50,Intern,Hyderabad,5,5,5,C++,Finance,41,8,Female,FullTime,0,52500.0
5,3,52,Analyst,Mumbai,5,5,4,Java,HR,48,2,Male,Contract,0,23100.0
12,3,39,Engineer,Chennai,1,0,1,SQL,Finance,57,8,Male,Contract,0,43100.0
29,4,30,Lead,Mumbai,0,5,3,Java,Admin,58,16,Male,PartTime,1,94600.0
22,4,64,Manager,Delhi,5,3,5,SQL,Operations,39,23,Other,Contract,0,74200.0
27,4,64,Director,Hyderabad,0,1,3,Java,Operations,49,19,Other,Contract,1,92200.0
21,1,53,Engineer,Hyderabad,3,4,5,Python,Admin,45,13,Other,FullTime,0,48000.0
21,2,24,Director,Pune,2,2,3,JavaScript,Admin,54,7,Male,PartTime,1,52000.0
15,2,40,Consultant,Pune,1,0,4,C++,IT,40,23,Other,PartTime,0,42000.0
27,4,64,Analyst,Chennai,4,3,3,JavaScript,Admin,53,10,Male,Contract,1,76200.0
15,3,35,Engineer,Mumbai,3,1,3,Java,Finance,37,20,Female,PartTime,1,52200.0
2,2,61,Analyst,Mumbai,3,3,2,C++,Operations,54,25,Female,Contract,1,22900.0
27,5,50,Manager,Pune,2,1,1,Java,IT,59,26,Other,Contract,1,89200.0
12,1,27,Manager,Hyderabad,5,1,5,SQL,Admin,48,22,Male,PartTime,0,32600.0
13,3,58,Lead,Bangalore,3,3,4,Python,Finance,51,9,Female,FullTime,0,43100.0
7,1,61,Engineer,Mumbai,1,3,3,JavaScript,IT,44,28,Other,FullTime,1,28900.0
11,5,38,Director,Delhi,4,5,2,C++,Finance,54,14,Male,Contract,0,55000.0
22,2,50,Engineer,Bangalore,3,4,3,C++,Operations,35,17,Female,Contract,0,50800.0
22,1,28,Manager,Bangalore,5,0,4,C++,Operations,40,20,Other,Contract,0,44300.0
21,1,41,Analyst,Pune,5,2,4,JavaScript,Operations,43,25,Other,PartTime,0,45700.0
20,1,27,Lead,Mumbai,0,4,3,Java,Admin,44,16,Other,PartTime,0,63000.0
25,5,64,Director,Bangalore,0,4,1,C++,IT,42,13,Male,FullTime,1,49200.0
7,3,25,Analyst,Delhi,3,3,5,Python,IT,47,10,Female,Contract,0,37000.0
20,3,52,Director,Mumbai,5,1,4,Java,Finance,48,30,Other,Contract,1,76400.0
24,5,36,Lead,Chennai,4,1,1,C++,Operations,58,17,Female,Contract,0,70400.0
8,1,60,Intern,Mumbai,2,2,5,C++,HR,38,13,Other,PartTime,1,39000.0
0,1,46,Consultant,Hyderabad,2,5,3,Python,HR,53,5,Female,PartTime,1,23200.0
5,4,47,Lead,Chennai,0,0,3,Java,Finance,43,16,Male,FullTime,0,42200.0
22,2,59,Consultant,Mumbai,1,5,1,JavaScript,HR,37,30,Male,Contract,0,51800.0
18,2,48,Director,Pune,4,4,5,Python,IT,59,18,Female,Contract,1,44200.0
22,3,53,Manager,Bangalore,3,2,5,JavaScript,HR,59,24,Other,Contract,1,70800.0
10,5,22,Analyst,Hyderabad,5,1,2,C++,Operations,38,28,Female,PartTime,1,43900.0
10,1,61,Analyst,Hyderabad,2,5,4,Java,IT,51,24,Male,Contract,1,55500.0
22,2,35,Consultant,Chennai,0,4,5,Python,Finance,44,21,Other,PartTime,0,77000.0
29,5,59,Engineer,Delhi,1,3,5,C++,HR,59,25,Female,FullTime,1,66300.0
12,5,27,Analyst,Pune,2,5,1,Python,Operations,56,13,Male,Contract,1,60200.0
10,1,40,Consultant,Hyderabad,1,4,1,C++,IT,47,30,Other,PartTime,0,29700.0
17,5,33,Manager,Pune,4,5,4,Python,Admin,39,19,Male,PartTime,0,74700.0
22,2,52,Manager,Mumbai,5,4,1,Python,Finance,46,28,Male,Contract,0,73200.0
14,4,49,Director,Bangalore,1,0,4,C++,Operations,41,10,Male,PartTime,0,64000.0
0,2,24,Engineer,Chennai,5,2,3,Java,Finance,38,7,Other,Contract,1,4000.0
20,4,39,Analyst,Delhi,1,0,4,SQL,Operations,38,20,Male,FullTime,0,58900.0
24,5,30,Analyst,Bangalore,0,3,4,Java,IT,42,9,Male,FullTime,1,68600.0
6,2,56,Consultant,Pune,1,0,2,C++,Finance,47,25,Other,Contract,1,28200.0
22,1,32,Lead,Pune,5,0,2,Python,Finance,57,1,Other,Contract,1,62500.0
26,5,42,Director,Delhi,5,3,2,C++,Finance,51,8,Male,Contract,0,73800.0
12,1,47,Consultant,Chennai,4,5,5,Java,Operations,43,2,Other,FullTime,1,25000.0
11,4,55,Intern,Pune,0,5,1,JavaScript,Operations,36,12,Other,Contract,0,40100.0
17,3,60,Engineer,Chennai,1,4,2,Python,Admin,53,10,Male,PartTime,0,37600.0
23,3,37,Manager,Delhi,0,5,1,C++,Operations,46,15,Male,PartTime,0,59800.0
18,4,26,Analyst,Hyderabad,5,2,4,C++,HR,54,26,Female,FullTime,0,56900.0
14,3,63,Analyst,Chennai,1,1,4,Java,IT,48,5,Other,PartTime,0,41400.0
7,5,34,Intern,Delhi,3,5,3,SQL,Finance,59,28,Other,PartTime,1,47600.0
18,5,53,Lead,Hyderabad,2,2,2,C++,Admin,47,8,Other,Contract,1,74800.0
9,2,64,Lead,Hyderabad,0,4,4,C++,Operations,50,0,Other,Contract,1,49500.0
6,5,48,Analyst,Chennai,2,2,4,SQL,IT,45,10,Male,Contract,0,51600.0
17,3,58,Analyst,Mumbai,3,1,4,JavaScript,HR,40,2,Male,FullTime,0,50000.0
15,1,27,Lead,Delhi,0,0,5,SQL,HR,41,30,Other,PartTime,1,34800.0
19,2,31,Manager,Bangalore,2,3,5,C++,Operations,55,22,Male,PartTime,1,45800.0
26,1,53,Consultant,Mumbai,4,3,2,Python,Operations,38,6,Female,FullTime,0,49800.0
5,3,23,Consultant,Hyderabad,2,1,1,JavaScript,Admin,42,29,Other,Contract,1,38000.0
26,1,42,Analyst,Bangalore,5,2,2,C++,Finance,41,20,Male,Contract,0,59500.0
8,3,33,Director,Mumbai,3,3,4,JavaScript,Operations,41,7,Female,PartTime,0,43300.0
20,5,49,Analyst,Hyderabad,3,5,1,JavaScript,Finance,43,9,Male,Contract,1,69000.0
12,2,26,Director,Bangalore,4,0,1,Python,IT,38,20,Female,PartTime,0,46100.0
24,4,62,Lead,Bangalore,0,2,5,JavaScript,Operations,43,23,Female,PartTime,1,51700.0
30,3,59,Intern,Pune,2,0,1,Java,Finance,46,2,Female,PartTime,0,78800.0
20,5,63,Consultant,Hyderabad,3,1,3,Java,Finance,41,20,Female,FullTime,0,69700.0
25,1,48,Intern,Chennai,3,2,2,JavaScript,Admin,42,0,Other,FullTime,0,66400.0
7,5,35,Manager,Hyderabad,5,3,5,Python,Admin,57,8,Female,PartTime,1,39600.0
15,1,44,Engineer,Delhi,3,1,3,SQL,HR,42,16,Male,Contract,1,23600.0
12,1,63,Engineer,Hyderabad,0,5,1,C++,Finance,40,28,Female,PartTime,0,20900.0
12,1,46,Engineer,Delhi,2,5,2,JavaScript,IT,44,27,Male,PartTime,1,52700.0
16,1,21,Lead,Bangalore,5,2,4,Java,Admin,39,22,Other,Contract,0,48200.0
22,2,46,Lead,Hyderabad,1,1,4,Java,IT,40,9,Other,Contract,0,63500.0
19,1,51,Analyst,Mumbai,5,2,2,Python,Finance,41,0,Male,PartTime,1,48800.0
4,2,43,Manager,Hyderabad,0,0,3,C++,Operations,36,28,Male,Contract,0,35700.0
21,4,52,Consultant,Chennai,5,5,1,Java,Finance,38,6,Female,FullTime,0,65900.0
20,2,64,Manager,Hyderabad,1,3,5,JavaScript,IT,52,11,Other,Contract,0,56600.0
27,1,21,Analyst,Hyderabad,3,3,2,Python,HR,49,8,Other,PartTime,0,56200.0
16,4,38,Manager,Bangalore,2,1,1,SQL,IT,58,1,Other,FullTime,0,67700.0
27,5,37,Manager,Pune,5,4,5,JavaScript,IT,53,25,Male,PartTime,0,73000.0
8,2,64,Analyst,Chennai,4,0,1,C++,Operations,58,26,Other,Contract,1,18500.0
1,5,48,Consultant,Hyderabad,5,0,3,JavaScript,Admin,58,13,Female,FullTime,0,27000.0
24,4,21,Intern,Mumbai,2,2,2,Python,Admin,47,17,Female,FullTime,0,68300.0
25,2,56,Consultant,Bangalore,4,4,2,SQL,Operations,55,20,Male,PartTime,1,68900.0
17,1,25,Lead,Delhi,2,5,3,C++,HR,59,16,Male,Contract,1,51400.0
8,2,25,Engineer,Chennai,2,4,4,C++,Admin,46,7,Other,FullTime,0,26900.0
5,1,22,Intern,Chennai,1,4,3,C++,Finance,41,22,Female,FullTime,1,7900.0
10,3,31,Intern,Pune,4,0,2,Java,IT,42,28,Female,FullTime,0,44300.0
24,2,55,Analyst,Pune,4,2,1,SQL,HR,35,27,Male,Contract,1,75200.0
28,2,50,Analyst,Bangalore,4,1,2,Java,Finance,46,19,Female,PartTime,1,85200.0
5,5,52,Engineer,Delhi,2,1,1,JavaScript,HR,41,22,Other,Contract,1,33900.0
5,5,28,Engineer,Bangalore,1,3,3,SQL,HR,43,13,Male,Contract,0,19200.0
12,4,22,Director,Chennai,5,4,1,Python,Finance,44,28,Other,PartTime,1,49400.0
10,1,56,Director,Bangalore,1,5,1,SQL,IT,36,19,Male,FullTime,0,29000.0
13,5,59,Director,Pune,2,0,3,Java,IT,55,29,Female,Contract,0,51100.0
1,4,45,Lead,Bangalore,0,4,1,JavaScript,IT,47,18,Other,PartTime,0,36000.0
7,1,39,Analyst,Bangalore,3,3,2,C++,Operations,48,8,Female,Contract,1,38000.0
2,1,27,Director,Chennai,2,3,3,Python,IT,51,12,Female,Contract,0,12400.0
22,1,60,Lead,Hyderabad,0,2,4,SQL,Operations,48,17,Male,FullTime,1,51200.0
20,3,34,Engineer,Delhi,4,4,1,C++,Admin,47,8,Other,Contract,0,40300.0
2,1,24,Director,Pune,2,5,5,Java,Operations,48,11,Other,FullTime,0,15900.0
0,4,53,Analyst,Chennai,3,5,5,Python,HR,57,18,Other,Contract,1,26300.0
23,1,57,Intern,Hyderabad,1,3,5,JavaScript,Finance,36,19,Other,FullTime,0,64900.0
18,1,63,Manager,Delhi,3,5,4,JavaScript,IT,55,25,Other,FullTime,0,29800.0
17,4,50,Lead,Pune,3,4,3,Java,Finance,40,22,Female,FullTime,0,52300.0
16,2,40,Intern,Bangalore,1,0,5,SQL,Finance,41,20,Other,Contract,0,43700.0
19,1,34,Lead,Hyderabad,2,0,1,JavaScript,IT,39,12,Other,PartTime,0,32500.0
28,4,47,Engineer,Mumbai,3,3,1,Java,HR,55,17,Female,PartTime,1,79700.0
23,5,33,Engineer,Delhi,3,4,1,SQL,Admin,55,18,Female,FullTime,1,78200.0
12,4,27,Engineer,Hyderabad,5,3,2,Java,HR,44,8,Female,FullTime,1,40700.0
2,3,38,Intern,Delhi,1,0,5,SQL,Finance,46,22,Female,FullTime,0,15000.0
29,5,58,Director,Bangalore,2,1,3,C++,IT,46,7,Female,PartTime,1,99100.0
0,2,59,Consultant,Mumbai,2,0,3,C++,HR,52,23,Male,PartTime,0,28200.0
3,2,29,Engineer,Pune,4,0,2,SQL,Finance,52,10,Male,Contract,0,13400.0
24,4,43,Manager,Hyderabad,1,3,1,JavaScript,Operations,47,28,Male,FullTime,0,80300.0
12,4,51,Lead,Chennai,0,3,2,JavaScript,IT,58,28,Other,PartTime,1,45000.0
16,1,22,Consultant,Delhi,2,3,1,C++,Operations,42,22,Female,Contract,1,25300.0
27,1,60,Intern,Hyderabad,0,4,4,Python,Finance,36,1,Male,PartTime,0,54500.0
29,3,58,Lead,Bangalore,4,1,5,JavaScript,Finance,41,15,Male,Contract,0,82700.0
10,1,61,Engineer,Pune,3,3,2,Python,Finance,50,27,Female,PartTime,0,10100.0
1,4,59,Consultant,Delhi,3,0,1,C++,IT,48,24,Male,PartTime,1,34800.0
24,4,25,Analyst,Hyderabad,2,3,5,C++,Operations,36,23,Male,FullTime,0,79900.0
15,1,43,Lead,Bangalore,1,0,4,C++,HR,54,27,Male,FullTime,1,37000.0
